Sentence,entities,extracted_keywords
"First Capital Bank offers a range of financial services, including savings accounts, loans, and investment options. The initiative was led by Chamila Gamage from Sri Lanka Stock Exchange.","[[""First Capital Bank"", ""ORG"", 0, 18], [""Chamila Gamage"", ""PERSON"", 142, 156], [""Sri Lanka Stock Exchange"", ""ORG"", 162, 186]]","['Capital Bank', 'First Capital Bank', 'financial services']"
"With the increasing demand for personal loans, Commercial Bank of Ceylon offers a variety of loans to suit your needs. The initiative was led by Rajiv Gooneratne from Ceylon Chamber of Commerce.","[[""Commercial Bank of Ceylon"", ""ORG"", 47, 72], [""Rajiv Gooneratne"", ""PERSON"", 145, 161], [""Ceylon Chamber of Commerce"", ""ORG"", 167, 193]]","['personal loans', 'Commercial Bank of Ceylon']"
The housing loans rates at National Development Bank are some of the lowest in Sri Lanka. The initiative was led by Chamila Gamage from Sri Lanka Banks' Association.,"[[""National Development Bank"", ""ORG"", 27, 52], [""Sri Lanka"", ""GPE"", 79, 88], [""Chamila Gamage"", ""PERSON"", 116, 130], [""Sri Lanka Banks' Association"", ""ORG"", 136, 164]]","['loans rates', 'housing loans', 'National Development Bank']"
"People's Bank offers a range of financial services, including savings accounts, loans, and investment options. The initiative was led by Anusha Dissanayake from Sri Lanka Banks' Association.","[[""People's Bank"", ""ORG"", 0, 13], [""Anusha Dissanayake"", ""PERSON"", 137, 155], [""Sri Lanka Banks' Association"", ""ORG"", 161, 189]]","['Peoples Bank', 'savings accounts', 'loans', 'investment']"
"Through its mobile banking services, National Development Bank allows customers to manage accounts and transfer funds effortlessly. The initiative was led by Anusha Dissanayake from Sri Lanka Central Bank.","[[""National Development Bank"", ""ORG"", 37, 62], [""Anusha Dissanayake"", ""PERSON"", 158, 176], [""Sri Lanka Central Bank"", ""ORG"", 182, 204]]","['Development Bank', 'mobile banking', 'National Development Bank']"
"To secure a housing loans, Sevanatha Urban Development Bank offers easy documentation and quick loan processing. The initiative was led by Hiran Piyasena from Sri Lanka Central Bank.","[[""Sevanatha Urban Development Bank"", ""ORG"", 27, 59], [""Hiran Piyasena"", ""PERSON"", 139, 153], [""Sri Lanka Central Bank"", ""ORG"", 159, 181]]","['Development Bank', 'housing loans', 'Sevanatha Urban Development Bank']"
"Commercial Bank of Ceylon offers a range of financial services, including savings accounts, loans, and investment options. The initiative was led by Aravinda Perera from Sri Lanka Stock Exchange.","[[""Commercial Bank of Ceylon"", ""ORG"", 0, 25], [""Aravinda Perera"", ""PERSON"", 149, 164], [""Sri Lanka Stock Exchange"", ""ORG"", 170, 194]]","['financial services', 'Commercial Bank of Ceylon']"
"Sevanatha Urban Development Bank offers a range of financial services, including savings accounts, loans, and investment options. The initiative was led by Ranjith Siyambalapitiya from Institute of Bankers of Sri Lanka.","[[""Sevanatha Urban Development Bank"", ""ORG"", 0, 32], [""Ranjith Siyambalapitiya"", ""PERSON"", 156, 179], [""Institute of Bankers"", ""ORG"", 185, 205], [""Sri Lanka"", ""GPE"", 209, 218]]","['Development Bank', 'financial services', 'Sevanatha Urban Development Bank']"
"Sri Lanka Development Bonds offers a range of financial services, including savings accounts, loans, and investment options. The initiative was led by Ranjith Siyambalapitiya from Ceylon Chamber of Commerce.","[[""Sri Lanka Development Bonds"", ""ORG"", 0, 27], [""Ranjith Siyambalapitiya"", ""PERSON"", 151, 174], [""Ceylon Chamber of Commerce"", ""ORG"", 180, 206]]","['Development Bonds', 'Sri Lanka Development Bonds', 'savings accounts', 'loans', 'investment']"
"Through its mobile banking services, People's Bank allows customers to manage accounts and transfer funds effortlessly. The initiative was led by Nihal Fonseka from Securities and Exchange Commission of Sri Lanka.","[[""People's Bank"", ""ORG"", 37, 50], [""Nihal Fonseka"", ""PERSON"", 146, 159], [""Securities and Exchange Commission"", ""ORG"", 165, 199], [""Sri Lanka"", ""GPE"", 203, 212]]","['mobile banking', 'banking services', 'Peoples Bank']"
The interest rates offered by banks like Sampath Bank are competitive for savings accounts. The initiative was led by Sanjaya Wijesiri from Ceylon Chamber of Commerce.,"[[""Sampath Bank"", ""ORG"", 41, 53], [""Sanjaya Wijesiri"", ""PERSON"", 118, 134], [""Ceylon Chamber of Commerce"", ""ORG"", 140, 166]]","['savings accounts', 'Sampath Bank']"
The interest rates offered by banks like Bank of Ceylon are competitive for savings accounts. The initiative was led by Sanjaya Wijesiri from Sri Lanka Central Bank.,"[[""Bank of Ceylon"", ""ORG"", 41, 55], [""Sanjaya Wijesiri"", ""PERSON"", 120, 136], [""Sri Lanka Central Bank"", ""ORG"", 142, 164]]","['savings accounts', 'Bank of Ceylon','Sri Lanka Central Bank']"
"With the increasing demand for housing loans, Union Bank offers a variety of loans to suit your needs. The initiative was led by Sanjaya Wijesiri from Securities and Exchange Commission of Sri Lanka.","[[""Union Bank"", ""ORG"", 46, 56], [""Sanjaya Wijesiri"", ""PERSON"", 129, 145], [""Securities and Exchange Commission"", ""ORG"", 151, 185], [""Sri Lanka"", ""GPE"", 189, 198]]","['housing loans', 'loans', 'Union Bank']"
The personal loans rates at Sri Lanka Development Bonds are some of the lowest in Sri Lanka. The initiative was led by Anusha Dissanayake from Sri Lanka Stock Exchange.,"[[""Sri Lanka Development Bonds"", ""ORG"", 28, 55], [""Sri Lanka"", ""GPE"", 82, 91], [""Anusha Dissanayake"", ""PERSON"", 119, 137], [""Sri Lanka Stock Exchange"", ""ORG"", 143, 167]]","['loans rates', 'Sri Lanka Development Bonds']"
The housing loans rates at Sri Lanka Savings Bank are some of the lowest in Sri Lanka. The initiative was led by Anusha Dissanayake from Securities and Exchange Commission of Sri Lanka.,"[[""Sri Lanka Savings Bank"", ""ORG"", 27, 49], [""Sri Lanka"", ""GPE"", 76, 85], [""Anusha Dissanayake"", ""PERSON"", 113, 131], [""Securities and Exchange Commission"", ""ORG"", 137, 171], [""Sri Lanka"", ""GPE"", 175, 184]]","['housing loans', 'Sri Lanka Savings Bank', 'loans']"
"Through its mobile banking services, Sri Lanka Development Bonds allows customers to manage accounts and transfer funds effortlessly. The initiative was led by Nihal Fonseka from Sri Lanka Stock Exchange.","[[""Sri Lanka Development Bonds"", ""ORG"", 37, 64], [""Nihal Fonseka"", ""PERSON"", 160, 173], [""Sri Lanka Stock Exchange"", ""ORG"", 179, 203]]","['Development Bonds', 'mobile banking', 'Sri Lanka Development Bonds']"
The housing loans rates at Pan Asia Bank are some of the lowest in Sri Lanka. The initiative was led by Anusha Dissanayake from Ceylon Chamber of Commerce.,"[[""Pan Asia Bank"", ""ORG"", 27, 40], [""Sri Lanka"", ""GPE"", 67, 76], [""Anusha Dissanayake"", ""PERSON"", 104, 122], [""Ceylon Chamber of Commerce"", ""ORG"", 128, 154]]","['housing loans', 'loans rates', 'loans', 'Pan Asia Bank']"
"To secure a housing loans, Sri Lanka Savings Bank offers easy documentation and quick loan processing. The initiative was led by Sanjaya Wijesiri from Institute of Bankers of Sri Lanka.","[[""Sri Lanka Savings Bank"", ""ORG"", 27, 49], [""Sanjaya Wijesiri"", ""PERSON"", 129, 145], [""Institute of Bankers"", ""ORG"", 151, 171], [""Sri Lanka"", ""GPE"", 175, 184]]","['Sri Lanka Savings Bank', 'quick loan', 'housing loans', 'loan']"
"With the increasing demand for personal loans, Citizens Development Business Finance offers a variety of loans to suit your needs. The initiative was led by Nihal Fonseka from Sri Lanka Central Bank.","[[""Citizens Development Business Finance"", ""ORG"", 47, 84], [""Nihal Fonseka"", ""PERSON"", 157, 170], [""Sri Lanka Central Bank"", ""ORG"", 176, 198]]","['personal loans', 'loans', 'Citizens Development Business Finance']"
"Through its mobile banking services, Amana Bank allows customers to manage accounts and transfer funds effortlessly. The initiative was led by Rajiv Gooneratne from Ceylon Chamber of Commerce.","[[""Amana Bank"", ""ORG"", 37, 47], [""Rajiv Gooneratne"", ""PERSON"", 143, 159], [""Ceylon Chamber of Commerce"", ""ORG"", 165, 191]]","['mobile banking', 'banking services', 'Amana Bank']"
"To secure a business loans, People's Bank offers easy documentation and quick loan processing. The initiative was led by Chamila Gamage from Ceylon Chamber of Commerce.","[[""People's Bank"", ""ORG"", 28, 41], [""Chamila Gamage"", ""PERSON"", 121, 135], [""Ceylon Chamber of Commerce"", ""ORG"", 141, 167]]","['Peoples Bank', 'business loans', 'quick loan']"
The interest rates offered by banks like People's Bank are competitive for savings accounts. The initiative was led by Anusha Dissanayake from Securities and Exchange Commission of Sri Lanka.,"[[""People's Bank"", ""ORG"", 41, 54], [""Anusha Dissanayake"", ""PERSON"", 119, 137], [""Securities and Exchange Commission"", ""ORG"", 143, 177], [""Sri Lanka"", ""GPE"", 181, 190]]","['savings accounts', 'Peoples Bank', 'Securities and Exchange Commission']"
The interest rates offered by banks like Commercial Bank of Ceylon are competitive for savings accounts. The initiative was led by Ranjith Siyambalapitiya from Institute of Bankers of Sri Lanka.,"[[""Commercial Bank of Ceylon"", ""ORG"", 41, 66], [""Ranjith Siyambalapitiya"", ""PERSON"", 131, 154], [""Institute of Bankers"", ""ORG"", 160, 180], [""Sri Lanka"", ""GPE"", 184, 193]]","['savings accounts', 'Commercial Bank of Ceylon']"
The interest rates offered by banks like Sevanatha Urban Development Bank are competitive for savings accounts. The initiative was led by Sanjaya Wijesiri from Securities and Exchange Commission of Sri Lanka.,"[[""Sevanatha Urban Development Bank"", ""ORG"", 41, 73], [""Sanjaya Wijesiri"", ""PERSON"", 138, 154], [""Securities and Exchange Commission"", ""ORG"", 160, 194], [""Sri Lanka"", ""GPE"", 198, 207]]","['savings accounts', 'Sevanatha Urban Development Bank']"
"Through its mobile banking services, National Development Bank allows customers to manage accounts and transfer funds effortlessly. The initiative was led by Aravinda Perera from Securities and Exchange Commission of Sri Lanka.","[[""National Development Bank"", ""ORG"", 37, 62], [""Aravinda Perera"", ""PERSON"", 158, 173], [""Securities and Exchange Commission"", ""ORG"", 179, 213], [""Sri Lanka"", ""GPE"", 217, 226]]","['Development Bank', 'mobile banking', 'National Development Bank']"
The personal loans rates at Sri Lanka Savings Bank are some of the lowest in Sri Lanka. The initiative was led by Aravinda Perera from Sri Lanka Banks' Association.,"[[""Sri Lanka Savings Bank"", ""ORG"", 28, 50], [""Sri Lanka"", ""GPE"", 77, 86], [""Aravinda Perera"", ""PERSON"", 114, 129], [""Sri Lanka Banks' Association"", ""ORG"", 135, 163]]","['Sri Lanka Savings Bank', 'loans rates', 'personal loans']"
"Sampath Bank offers a range of financial services, including savings accounts, loans, and investment options. The initiative was led by Hiran Piyasena from Sri Lanka Central Bank.","[[""Sampath Bank"", ""ORG"", 0, 12], [""Hiran Piyasena"", ""PERSON"", 136, 150], [""Sri Lanka Central Bank"", ""ORG"", 156, 178]]","['Sampath Bank', 'financial services', 'loans', 'investment']"
The interest rates offered by banks like Pan Asia Bank are competitive for savings accounts. The initiative was led by Rajiv Gooneratne from Securities and Exchange Commission of Sri Lanka.,"[[""Pan Asia Bank"", ""ORG"", 41, 54], [""Rajiv Gooneratne"", ""PERSON"", 119, 135], [""Securities and Exchange Commission"", ""ORG"", 141, 175], [""Sri Lanka"", ""GPE"", 179, 188]]","['savings accounts', 'Pan Asia Bank']"
"To secure a personal loans, Sevanatha Urban Development Bank offers easy documentation and quick loan processing. The initiative was led by Hiran Piyasena from Institute of Bankers of Sri Lanka.","[[""Sevanatha Urban Development Bank"", ""ORG"", 28, 60], [""Hiran Piyasena"", ""PERSON"", 140, 154], [""Institute of Bankers"", ""ORG"", 160, 180], [""Sri Lanka"", ""GPE"", 184, 193]]","['loan processing', 'personal loans', 'Sevanatha Urban Development Bank']"
The interest rates offered by banks like First Capital Bank are competitive for savings accounts. The initiative was led by Chamila Gamage from Sri Lanka Banks' Association.,"[[""First Capital Bank"", ""ORG"", 41, 59], [""Chamila Gamage"", ""PERSON"", 124, 138], [""Sri Lanka Banks' Association"", ""ORG"", 144, 172]]","['First Capital Bank', 'savings accounts']"
"With the increasing demand for personal loans, People's Bank offers a variety of loans to suit your needs. The initiative was led by Sanjaya Wijesiri from Sri Lanka Central Bank.","[[""People's Bank"", ""ORG"", 47, 60], [""Sanjaya Wijesiri"", ""PERSON"", 133, 149], [""Sri Lanka Central Bank"", ""ORG"", 155, 177]]","['personal loans', 'loans', 'Peoples Bank']"
"Through its mobile banking services, National Development Bank allows customers to manage accounts and transfer funds effortlessly. The initiative was led by Nihal Fonseka from Ceylon Chamber of Commerce.","[[""National Development Bank"", ""ORG"", 37, 62], [""Nihal Fonseka"", ""PERSON"", 158, 171], [""Ceylon Chamber of Commerce"", ""ORG"", 177, 203]]","['National Development Bank', 'mobile banking', 'banking services']"
"Through its mobile banking services, Sri Lanka Savings Bank allows customers to manage accounts and transfer funds effortlessly. The initiative was led by Hiran Piyasena from Sri Lanka Central Bank.","[[""Sri Lanka Savings Bank"", ""ORG"", 37, 59], [""Hiran Piyasena"", ""PERSON"", 155, 169], [""Sri Lanka Central Bank"", ""ORG"", 175, 197]]","['mobile banking', 'Sri Lanka Savings Bank']"
"Commercial Bank of Ceylon offers a range of financial services, including savings accounts, loans, and investment options. The initiative was led by Sanjaya Wijesiri from Ceylon Chamber of Commerce.","[[""Commercial Bank of Ceylon"", ""ORG"", 0, 25], [""Sanjaya Wijesiri"", ""PERSON"", 149, 165], [""Ceylon Chamber of Commerce"", ""ORG"", 171, 197]]","['financial services', 'Commercial Bank of Ceylon']"
The personal loans rates at Pan Asia Bank are some of the lowest in Sri Lanka. The initiative was led by Ranjith Siyambalapitiya from Securities and Exchange Commission of Sri Lanka.,"[[""Pan Asia Bank"", ""ORG"", 28, 41], [""Sri Lanka"", ""GPE"", 68, 77], [""Ranjith Siyambalapitiya"", ""PERSON"", 105, 128], [""Securities and Exchange Commission"", ""ORG"", 134, 168], [""Sri Lanka"", ""GPE"", 172, 181]]","['loans rates', 'personal loans', 'loans','Pan Asia Bank']"
The housing loans rates at Commercial Bank of Ceylon are some of the lowest in Sri Lanka. The initiative was led by Hiran Piyasena from Ceylon Chamber of Commerce.,"[[""Commercial Bank of Ceylon"", ""ORG"", 27, 52], [""Sri Lanka"", ""GPE"", 79, 88], [""Hiran Piyasena"", ""PERSON"", 116, 130], [""Ceylon Chamber of Commerce"", ""ORG"", 136, 162]]","['loans rates', 'housing loans','Commercial Bank of Ceylon']"
The loan interest rates at Nations Trust Bank are highly competitive for personal financing options. The initiative was led by Chaminda Perera from the Central Bank of Sri Lanka.,"[[""Nations Trust Bank"", ""ORG"", 27, 45], [""Chaminda Perera"", ""PERSON"", 127, 142], [""Central Bank"", ""ORG"", 152, 164], [""Sri Lanka"", ""GPE"", 168, 177]]","['Nations Trust Bank', 'personal financing', 'Central Bank']"
"To secure home financing, People's Leasing & Finance PLC offers flexible repayment plans with low-interest rates. The initiative was led by Nimal Fernando from the Institute of Bankers of Sri Lanka.","[[""People's Leasing & Finance PLC"", ""ORG"", 26, 56], [""Nimal Fernando"", ""PERSON"", 140, 154], [""the Institute of Bankers of Sri Lanka"", ""ORG"", 160, 197]]","['home financing', 'Peoples Leasing & Finance PLC']"
The credit card benefits offered by Commercial Bank of Ceylon include cashback rewards and travel insurance. The initiative was led by Suren Fernando from the Securities and Exchange Commission of Sri Lanka.,"[[""Commercial Bank of Ceylon"", ""ORG"", 36, 61], [""Suren Fernando"", ""PERSON"", 135, 149], [""the Securities and Exchange Commission"", ""ORG"", 155, 193], [""Sri Lanka"", ""GPE"", 197, 206]]","['Commercial Bank of Ceylon', 'credit card']"
"With the growing demand for housing loans, Hatton National Bank provides affordable interest rates and quick approvals. The initiative was led by Janaka Wijesinghe from the Sri Lanka Banks' Association.","[[""Hatton National Bank"", ""ORG"", 43, 63], [""Janaka Wijesinghe"", ""PERSON"", 146, 163], [""the Sri Lanka Banks' Association"", ""ORG"", 169, 201]]","['Hatton National Bank', 'housing loans', 'loans']"
"Through its digital banking services, Sampath Bank enables seamless fund transfers and online account management. The initiative was led by Malini Jayasuriya from the Ceylon Chamber of Commerce.","[[""Sampath Bank"", ""ORG"", 38, 50], [""Malini Jayasuriya"", ""PERSON"", 140, 157], [""the Ceylon Chamber of Commerce"", ""ORG"", 163, 193]]","['Sampath Bank', 'digital banking', 'fund transfers']"
"Through its innovative mobile app, DFCC Bank allows customers to manage their finances and investments effortlessly. The initiative was led by Ruwan Abeysekera from the Central Bank of Sri Lanka.","[[""DFCC Bank"", ""ORG"", 35, 44], [""Ruwan Abeysekera"", ""PERSON"", 143, 159], [""Central Bank"", ""ORG"", 169, 181], [""Sri Lanka"", ""GPE"", 185, 194]]","['DFCC Bank', 'Central Bank', 'mobile app']"
"The personal loan rates at Bank of Ceylon are among the most attractive in Sri Lanka, offering flexible repayment options. The initiative was led by Harsha Jayawardena from the Securities and Exchange Commission of Sri Lanka.","[[""Bank of Ceylon"", ""ORG"", 27, 41], [""Sri Lanka"", ""GPE"", 75, 84], [""Harsha Jayawardena"", ""PERSON"", 149, 167], [""the Securities and Exchange Commission"", ""ORG"", 173, 211], [""Sri Lanka"", ""GPE"", 215, 224]]","['Bank of Ceylon', 'loan rates', 'personal loan']"
The mortgage loan packages at Housing Development Finance Corporation Bank offer competitive rates for first-time homeowners. The initiative was led by Dinesh Perera from the Ceylon Chamber of Commerce.,"[[""Housing Development Finance Corporation Bank"", ""ORG"", 30, 74], [""Dinesh Perera"", ""PERSON"", 152, 165], [""the Ceylon Chamber of Commerce"", ""ORG"", 171, 201]]","['mortgage loan', 'Housing Development Finance Corporation Bank', 'loan packages']"
Commercial Bank of Ceylon offers specialized SME loans to support entrepreneurs with easy documentation processes. The initiative was led by Shanika Fernando from the Institute of Bankers of Sri Lanka.,"[[""Commercial Bank of Ceylon"", ""ORG"", 0, 25], [""SME"", ""ORG"", 45, 48], [""Shanika Fernando"", ""PERSON"", 141, 157], [""the Institute of Bankers of Sri Lanka"", ""ORG"", 163, 200]]","['entrepreneurs', 'SME loans', 'loans', 'Commercial Bank of Ceylon', 'SME']"
The fixed deposit schemes at Seylan Bank provide high-interest rates with secure investment options. The initiative was led by Ravindra Silva from the Sri Lanka Banks' Association.,"[[""Seylan Bank"", ""ORG"", 29, 40], [""Ravindra Silva"", ""PERSON"", 127, 141], [""the Sri Lanka Banks' Association"", ""ORG"", 147, 179]]","['deposit schemes', 'Seylan Bank']"
Union Bank offers investment plans with secure transactions to meet customer needs. The initiative was led by representatives from Securities and Exchange Commission of Sri Lanka.,"[[""Union Bank"", ""ORG"", 0, 10], [""Securities and Exchange Commission"", ""ORG"", 131, 165], [""Sri Lanka"", ""GPE"", 169, 178]]","['Union Bank', 'Exchange Commission', 'investment plans']"
Hatton National Bank offers online banking with easy account management to meet customer needs. The initiative was led by representatives from Institute of Bankers of Sri Lanka.,"[[""Hatton National Bank"", ""ORG"", 0, 20], [""Institute of Bankers"", ""ORG"", 143, 163], [""Sri Lanka"", ""GPE"", 167, 176]]","['online banking', 'Hatton National Bank']"
Nations Trust Bank offers investment plans with easy account management to meet customer needs. The initiative was led by representatives from Securities and Exchange Commission of Sri Lanka.,"[[""Nations Trust Bank"", ""ORG"", 0, 18], [""Securities and Exchange Commission"", ""ORG"", 143, 177], [""Sri Lanka"", ""GPE"", 181, 190]]","['Nations Trust Bank', 'investment plans']"
HSBC offers mobile banking with flexible repayment options to meet customer needs. The initiative was led by representatives from Ceylon Chamber of Commerce.,"[[""HSBC"", ""ORG"", 0, 4], [""Ceylon Chamber of Commerce"", ""ORG"", 130, 156]]","['mobile banking', 'HSBC','flexible repayment']"
DFCC Bank offers savings accounts with low-interest rates to meet customer needs. The initiative was led by representatives from Ceylon Chamber of Commerce.,"[[""DFCC Bank"", ""ORG"", 0, 9], [""Ceylon Chamber of Commerce"", ""ORG"", 129, 155]]","['DFCC Bank', 'savings accounts', 'offers', 'savings']"
Commercial Bank offers credit cards with easy account management to meet customer needs. The initiative was led by representatives from Sri Lanka Central Bank.,"[[""Commercial Bank"", ""ORG"", 0, 15], [""Sri Lanka Central Bank"", ""ORG"", 136, 158]]","['credit cards', 'Commercial Bank', 'Sri Lanka Central Bank']"
People's Bank offers fixed deposits with customized banking solutions to meet customer needs. The initiative was led by representatives from Sri Lanka Banks' Association.,"[[""People's Bank"", ""ORG"", 0, 13], [""Sri Lanka Banks' Association"", ""ORG"", 141, 169]]","['banking solutions', 'customized banking', 'Peoples Bank']"
DFCC Bank offers mobile banking with 24 7 customer support to meet customer needs. The initiative was led by representatives from Ceylon Chamber of Commerce.,"[[""DFCC Bank"", ""ORG"", 0, 9], [""Ceylon Chamber of Commerce"", ""ORG"", 130, 156]]","['DFCC Bank', 'mobile banking', 'customer support', 'DFCC']"
Nations Trust Bank offers home loans with 24 7 customer support to meet customer needs. The initiative was led by representatives from Ceylon Chamber of Commerce.,"[[""Nations Trust Bank"", ""ORG"", 0, 18],[""Ceylon Chamber of Commerce"", ""ORG"", 135, 161]]","['home loans', 'Nations Trust Bank', 'loans']"
John Smith visited Bank of America to apply for their new Wealth Management Advisory service,"[[""John Smith"", ""PERSON"", 0, 10], [""Bank of America"", ""GPE"", 19, 35], [""Wealth Management Advisory"", ""SERVICE"", 49, 75]]","['John Smith', 'Bank of America', 'Wealth Management Advisory']"
Emma Williams received a promotional offer from Citibank for their exclusive Platinum Credit Card,"[[""Emma Williams"", ""PERSON"", 0, 14], [""Citibank"", ""GPE"", 50, 58], [""Platinum Credit Card"", ""SERVICE"", 76, 97]]","['Emma Williams', 'Citibank', 'Platinum Credit Card']"
Singapore has introduced a new policy to regulate Cryptocurrency Trading Platforms,"[[""Singapore"", ""GPE"", 0, 9], [""Cryptocurrency Trading Platforms"", ""SERVICE"", 52, 85]]","['Singapore', 'Cryptocurrency Trading Platforms']"
Michael Brown was appointed as the Chief Risk Officer at JP Morgan Chase  overseeing Corporate Loan Management,"[[""Michael Brown"", ""PERSON"", 0, 13], [""JP Morgan Chase"", ""GPE"", 57, 72], [""Corporate Loan Management"", ""SERVICE"", 85, 111]]","['Michael Brown', 'JP Morgan Chase', 'Corporate Loan Management']"
Customers in United Kingdom can now access Instant Fund Transfers using their HSBC mobile app,"[[""United Kingdom"", ""GPE"", 12, 26], [""Instant Fund Transfers"", ""SERVICE"", 40, 63], [""HSBC"", ""GPE"", 76, 80]]","['United Kingdom', 'Instant Fund Transfers', 'HSBC']"
Germany has launched an initiative to provide low interest Small Business Loans through government-backed banks,"[[""Germany"", ""GPE"", 0, 7], [""Small Business Loans"", ""SERVICE"", 60, 81]]","['Germany', 'Small Business Loans']"
David Johnson signed up for the Personal Financial Planning service at Wells Fargo,"[[""David Johnson"", ""PERSON"", 0, 13], [""Personal Financial Planning"", ""SERVICE"", 27, 55], [""Wells Fargo"", ""GPE"", 59, 70]]","['David Johnson', 'Personal Financial Planning', 'Wells Fargo']"
The central bank of Australia is regulating new Forex Trading Accounts to curb fraudulent activities,"[[""Australia"", ""GPE"", 19, 28], [""Forex Trading Accounts"", ""SERVICE"", 44, 67]]","['Australia', 'Forex Trading Accounts']"
Isabella Martinez attended a seminar on Retirement Investment Plans hosted by Deutsche Bank,"[[""Isabella Martinez"", ""PERSON"", 0, 18], [""Retirement Investment Plans"", ""SERVICE"", 37, 65]]","['Isabella Martinez', 'Retirement Investment Plans', 'Deutsche Bank']"
Dubai has become a hub for fintech startups offering Blockchain-Based Remittance Services,"[[""Dubai"", ""GPE"", 0, 5], [""Blockchain-Based Remittance Services"", ""SERVICE"", 49, 84]]","['Dubai', 'Blockchain Based Remittance Services']"
Liam Anderson secured a home loan through the Mortgage Assistance Program at Bank of Canada,"[[""Liam Anderson"", ""PERSON"", 0, 13], [""Mortgage Assistance Program"", ""SERVICE"", 43, 71], [""Bank of Canada"", ""GPE"", 75, 89]]","['Liam Anderson', 'Mortgage Assistance Program', 'Bank of Canada']"
Switzerland is known for its highly secure Private Wealth Banking facilities,"[[""Switzerland"", ""GPE"", 0, 11], [""Private Wealth Banking"", ""SERVICE"", 46, 69]]","['Switzerland', 'Private Wealth Banking']"
Olivia Thomas activated her International Debit Card with Barclays for global transactions,"[[""Olivia Thomas"", ""PERSON"", 0, 13], [""International Debit Card"", ""SERVICE"", 28, 53], [""Barclays"", ""GPE"", 59, 67]]","['Olivia Thomas', 'International Debit Card', 'Barclays']"
India recently introduced a new Digital Lending Framework to protect consumers from predatory lenders,"[[""India"", ""GPE"", 0, 5], [""Digital Lending Framework"", ""SERVICE"", 32, 57]]","['India', 'Digital Lending Framework']"
Ravi Fernando applied for the Premier Banking service at National Bank of Sri Lanka which  offers exclusive benefits for high net worth individuals,"[[""Ravi Fernando"", ""PERSON"", 0, 13], [""Premier Banking"", ""SERVICE"", 29, 44], [""Sri Lanka"", ""GPE"", 65, 74]]","['Ravi Fernando', 'Premier Banking', 'National Bank of Sri Lanka']"
BOC has launched an innovative Digital Mortgage Solution to simplify the home loan process for customers across Sri Lanka,"[[""BOC"", ""GPE"", 0, 3], [""Digital Mortgage Solution"", ""SERVICE"", 22, 47], [""Sri Lanka"", ""GPE"", 93, 102]]","['BOC', 'Digital Mortgage Solution', 'Sri Lanka']"
Emma Johnson received approval for a Personal Line of Credit at Chase Bank USA,"[[""Emma Johnson"", ""PERSON"", 0, 12], [""Personal Line of Credit"", ""SERVICE"", 39, 63], [""USA"", ""GPE"", 78, 81]]","['Emma Johnson', 'Personal Line of Credit', 'Chase Bank USA']"
The Monetary Authority of Singapore has introduced regulations for new Mobile Banking Apps to enhance cybersecurity,"[[""Monetary Authority of Singapore"", ""GPE"", 4, 37], [""Mobile Banking Apps"", ""SERVICE"", 63, 83]]","['Monetary Authority of Singapore', 'Mobile Banking Apps']"
HDFC Bank launched a High Yield Savings Account that offers the best interest rates in India,"[[""HDFC Bank"", ""GPE"", 0, 9], [""HighYield Savings Account"", ""SERVICE"", 21, 48], [""India"", ""GPE"", 89, 94]]","['HDFC Bank', 'High Yield Savings Account', 'India']"
David Perera is a private wealth client at HSBC Sri Lanka and benefits from their Global Investment Portfolio service,"[[""David Perera"", ""PERSON"", 0, 13], [""HSBC Sri Lanka"", ""GPE"", 37, 51], [""Global Investment Portfolio"", ""SERVICE"", 67, 95]]","['David Perera', 'HSBC Sri Lanka', 'Global Investment Portfolio']"
Germanys central bank is set to regulate the adoption of AI Powered Credit Risk Assessment services,"[[""Germany"", ""GPE"", 0, 7], [""AI Powered Credit Risk Assessment"", ""SERVICE"", 52, 87]]","['Germany', 'AI Powered Credit Risk Assessment']"
Wells Fargo has enhanced its online banking security with Two Factor Authentication for its corporate clients in Canada,"[[""Wells Fargo"", ""GPE"", 0, 11], [""Two Factor Authentication"", ""SERVICE"", 58, 84], [""Canada"", ""GPE"", 112, 118]]","['Wells Fargo', 'Two Factor Authentication', 'Canada']"
Dubai government is investing in Blockchain Based Financial Transactions to enhance transparency in the banking sector,"[[""Dubai"", ""GPE"", 0, 5], [""Blockchain Based Financial Transactions"", ""SERVICE"", 33, 72]]","['Dubai', 'Blockchain Based Financial Transactions']"
Barclays introduced a Zero Fee International Remittance service for customers in the United Kingdom,"[[""Barclays"", ""GPE"", 0, 8], [""Zero Fee International Remittance"", ""SERVICE"", 21, 54], [""United Kingdom"", ""GPE"", 79, 93]]","['Barclays', 'Zero Fee International Remittance', 'United Kingdom']"
Sophia Williams invested in the Retirement Savings Plan offered by Standard Chartered in Hong Kong,"[[""Sophia Williams"", ""PERSON"", 0, 15], [""Retirement Savings Plan"", ""SERVICE"", 29, 53], [""Standard Chartered"", ""GPE"", 68, 86], [""Hong Kong"", ""GPE"", 90, 98]]","['Sophia Williams', 'Retirement Savings Plan', 'Standard Chartered', 'Hong Kong']"
